"Car_brand","Car_model","Mileage","Year","Transmission","Location","Fuel","Engine_Size (cc)","Price (£)","Car Type"
"Audi","Q5",31084,"2019","Automatic","Hampshire","Petrol",2000,24522,NA
"Skoda","Karoq",6191,"2024","Automatic","Derbyshire","Petrol",1500,23444,"Estate"
"BMW","X2",35903,"2022","Automatic","Hampshire","Petrol",1500,19838,NA
"Skoda","Karoq",8255,"2024","Automatic","Derbyshire","Petrol",1500,23490,"Suv"
"Mercedes","GLA200 GLASport Executive",23180,"2023","Automatic","Hampshire","Petrol",1300,27377,NA
"Seat","Tarraco",70920,"2020","Automatic","West Midlands","Petrol",1500,16164,NA
"Cupra","Formentor",25879,"2022","Automatic","Derbyshire","Petrol",1500,20076,NA
"Mercedes","GLA200 GLASport Executive",21755,"2023","Automatic","Hampshire","Petrol",1300,27101,NA
"Fiat","500X",48989,"2017","Automatic","Derbyshire","Petrol",1400,9181,NA
"Kia","Sportage",41335,"2022","Manual","Northamptonshire","Petrol",1600,17507,NA
"Land Rover","Range Rover evoque",41861,"2020","Automatic","Hampshire","Petrol",2000,20529,NA
"Kia","Sportage",14493,"2022","Manual","Hampshire","Diesel",1600,19913,"Suv"
"DS Automobiles","DS4",26564,"2022","Automatic","Durham","Hybrid",1600,19099,NA
"Audi","A7 55 TFSI e Quattro Competition S Tronic",63409,"2020","Automatic","West Yorkshire","Petrol",2000,26578,NA
"Mercedes","GLA200 GLASport Executive",23689,"2023","Automatic","West Yorkshire","Petrol",1300,27209,NA
"BMW","225 Active Tourer 2 M Sport DCT",8899,"2023","Automatic","Wiltshire","Hybrid",1500,27299,NA
"Audi","A3 e-tron 45 TFSI e S Line Competition S Tronic",13950,"2024","Automatic","Surrey","Hybrid",1400,28190,NA
"Audi","A3 e-tron 40 TFSI e S Line S Tronic",37478,"2022","Automatic","Manchester","Hybrid",1400,19667,NA
"Audi","A3 e-tron 40 TFSI e Sport S Tronic",8025,"2021","Automatic","Northamptonshire","Hybrid",1400,19845,NA
"Audi","A3 e-tron 40 TFSI e S Line S Tronic",8366,"2023","Automatic","Northamptonshire","Hybrid",1400,23546,NA
"VW","Golf VIII",34987,"2022","Automatic",NA,"Electric/Petrol",1400,18485,NA
"Audi","A3 e-tron 40 TFSI e Sport S Tronic",16290,"2024","Automatic","Hampshire","Hybrid",1400,23990,NA
"Nissan","Qashqai N Motion1.3 Dig T N Motion Suv Petrol Manual Euro 6 (s/s) (140 Ps) - DW70HUJ",27102,"2021","Manual","Lincolnshire","Petrol",1300,14795,"Suv"
"Audi","A7 40 TDI S Line S Tronic",41671,"2021","Automatic","Lincolnshire","Diesel",2000,26295,NA
"Land Rover","Range Rover Estate",4325,"2024","Automatic","Oxfordshire","Petrol",4400,124991,"Estate"
"Audi","A4 35 TFSI S Line S Tronic",8500,"2024","Automatic","Derbyshire","Petrol",2000,26000,NA
"Audi","A4 35 TFSI S Line S Tronic",9000,"2024","Automatic","Derbyshire","Petrol",2000,26000,NA
"VW","Arteon Shooting Brake Elegance",15231,"2024","Automatic","Buckinghamshire","Electric/Petrol",1400,28491,"Shooting Brake"
"Land Rover","Range Rover Sport",19687,"2020","Automatic","Kent","Hybrid",2000,34992,NA
"BMW","330e 3 M Sport Step Saloon",46365,"2021","Automatic","Nottinghamshire","Hybrid",2000,21000,"Saloon"
"Peugeot","2008",6455,"2023","Automatic","Hertfordshire","Petrol",1200,20086,NA
"Skoda","Octavia",16,"2024","Manual","Delivered to you","Petrol",1500,23500,NA
"BMW","M440 4 Series i MHT Step",16576,"2023","Automatic","Leicestershire","Hybrid",3000,40482,NA
"Citroën","C3 Aircross",13560,"2022","Manual","London","Petrol",1200,12722,NA
"Peugeot","208",11995,"2022","Automatic","Staffordshire","Petrol",1200,15295,NA
"Audi","A1 25 TFSI Technik S Tronic",25800,"2022","Automatic","Hampshire","Petrol",1000,17078,NA
"Peugeot","208",9968,"2023","Automatic","Nottinghamshire","Petrol",1200,16176,NA
"Kia","Picanto",7394,"2023","Manual","Delivered to you","Petrol",1000,9995,NA
"Skoda","Octavia",33995,"2017","Automatic","Warwickshire","Petrol",1400,10898,NA
"Audi","A1 30 TFSI 110 Sport S Tronic",2598,"2024","Automatic","Dorset","Petrol",1000,21900,NA
"Vauxhall","Astra 2 Turbo 130 GS",4612,"2023","Manual","West Midlands","Petrol",1200,18029,NA
"Audi","A1",52674,"2018","Manual","Nottinghamshire","Petrol",1400,9450,NA
"Mini","Cooper Hatchback",43106,"2020","Manual","West Yorkshire","Petrol",1500,11519,"Hatchback"
"VW","Golf VIII",5500,"2024","Manual",NA,"Petrol",1000,19385,NA
"Nissan","Juke",30237,"2023","Manual","Shropshire","Petrol",1000,13399,NA
"Peugeot","2008",57029,"2022","Manual","Hampshire","Petrol",1200,13714,NA
"Citroën","C3 Aircross",18648,"2022","Manual","London","Petrol",1200,12358,NA
"Skoda","Fabia Skoda Hatchback",6999,"2024","Automatic","Northamptonshire","Petrol",1000,16995,"Hatchback"
"Kia","Sportage",28599,"2023","Manual","Hampshire","Petrol",1600,18597,NA
"Peugeot","3008",18211,"2022","Manual","London","Petrol",1200,17122,NA
"Vauxhall","Mokka",78886,"2022","Manual","Staffordshire","Petrol",1200,11559,NA
"VW","Polo",16165,"2023","Manual","Durham","Petrol",1000,15111,NA
"Peugeot","308",15675,"2022","Automatic","Merseyside","Diesel",1500,17796,NA
"Peugeot","208",40392,"2019","Manual","Gloucestershire","Petrol",1200,8923,NA
"Ford","Kuga",40052,"2019","Manual","Hampshire","Petrol",1500,12222,NA
"Kia","Sportage",69126,"2018","Manual","Hampshire","Petrol",1600,9329,NA
"Kia","Picanto",7924,"2023","Manual","Delivered to you","Petrol",1000,10295,NA
"Kia","Sportage",26608,"2023","Manual","Hampshire","Petrol",1600,22680,NA
"Mini","John Cooper Works Hatch2.0",13000,"2020","Automatic","Dorset","Petrol",2000,20991,NA
"Vauxhall","Corsa",13022,"2022","Automatic","Kent","Petrol",1200,12491,NA
"VW","Tiguan",9683,"2022","Manual","London","Petrol",1500,20604,NA
"Vauxhall","Grandland X",42961,"2020","Manual","London","Petrol",1200,11324,NA
"BMW","118 1 Series i [136] Sport",18814,"2022","Manual","Manchester","Petrol",1500,17690,NA
"Nissan","Juke",25154,"2023","Manual","Shropshire","Petrol",1000,13739,"Suv"
"Kia","Sportage",49340,"2020","Automatic","Delivered to you","Petrol",1600,13606,NA
"Citroën","C3",10959,"2024","Automatic","Warwickshire","Petrol",1200,15121,NA
"Peugeot","3008",19698,"2022","Manual","Leicestershire","Petrol",1200,17356,"Suv"
"Vauxhall","Grandland X",25436,"2020","Manual","Warwickshire","Petrol",1200,11998,NA
"VW","T-Roc",50473,"2020","Manual","Durham","Petrol",1500,17019,NA
"VW","Tiguan",23704,"2019","Manual","Hampshire","Petrol",1500,15086,NA
"Audi","A3 30 TFSI Technik",19678,"2022","Manual","Hampshire","Petrol",1000,17378,NA
"Ford","Fiesta",30822,"2020","Manual","Hampshire","Petrol",1000,10500,NA
"Hyundai","Tucson",4779,"2023","Manual","Hampshire","Petrol",1600,20095,NA
"Hyundai","i10",13383,"2022","Automatic","West Yorkshire","Petrol",1200,12984,NA
"Mercedes","A250 AMG Line (Premium) 7G-DCT",54713,"2018","Automatic","Hampshire","Petrol",2000,15986,NA
"Skoda","Fabia",22428,"2019","Manual","Hampshire","Petrol",1000,9600,NA
"Vauxhall","Corsa",44918,"2015","Manual","North Yorkshire","Petrol",1400,4300,"Hatchback"
"BMW","128 1 Series",9928,"2023","Automatic","West Midlands","Petrol",2000,25660,NA
"BMW","218 2 Series Active Tourer",33649,"2020","Automatic","London","Petrol",1500,15550,NA
"Audi","A3 30 TFSI Technik",35319,"2020","Manual","Staffordshire","Petrol",1000,14818,NA
"Audi","A1 30 TFSI 110 Sport",26609,"2023","Manual","Hampshire","Petrol",1000,17990,NA
"Mini","Cooper S Hatch",12635,"2022","Automatic","West Midlands","Petrol",2000,19925,NA
"Skoda","Scala",16000,"2022","Manual","Derbyshire","Petrol",1000,13660,"Hatchback"
"BMW","128 1 Series ti Step [Live Cockpit Professional]",5073,"2023","Automatic","Staffordshire","Petrol",2000,26205,NA
"Mercedes","A180 A-Class",23649,"2020","Manual","Durham","Petrol",1300,15613,NA
"Peugeot","308",12143,"2023","Automatic","Hampshire","Petrol",1200,17650,NA
"Peugeot","208",14467,"2022","Manual","Merseyside","Petrol",1200,13494,NA
"Peugeot","308",37171,"2023","Automatic","Northamptonshire","Petrol",1200,15587,NA
"Vauxhall","Astra 2 Turbo GS",34890,"2023","Manual","Hampshire","Petrol",1200,14858,NA
"Vauxhall","Astra 2 Turbo GS",37701,"2023","Manual","Hampshire","Petrol",1200,14606,NA
"Audi","A5 Sportback",41002,"2020","Automatic","Hampshire","Petrol",2000,18355,"Sportback"
"Vauxhall","Astra 2 Turbo GS",30442,"2023","Manual","Hampshire","Petrol",1200,15267,NA
"VW","Golf VIII",66772,"2021","Manual","Hampshire","Petrol",1500,13002,NA
"Kia","XCeed",46076,"2022","Manual","Nottinghamshire","Petrol",1500,14770,NA
"Audi","A3 30 TFSI Technik",18351,"2022","Manual","Lancashire","Petrol",1000,17197,NA
"Peugeot","208",17141,"2022","Manual","West Midlands","Petrol",1200,13280,"Hatchback"
"Kia","Sportage",25029,"2022","Manual","London","Diesel",1600,18896,NA
"Audi","Q3 35 TFSI Sport Petrol Estate",43266,"2021","Manual","Lincolnshire","Petrol",1500,20999,"Estate"
"Audi","Q2 Technik 30 TFSI 116 PS 6-speed",40742,"2020","Manual","Staffordshire","Petrol",1000,13450,NA
"MG","HS Motors1.5 T-GDI Trophy Hatchback Manual",16201,"2023","Manual","Warwickshire","Petrol",1500,15495,"Hatchback"
"Audi","Q3 35 TFSI Technik SUV",14904,"2023","Manual","Hampshire","Petrol",1500,24690,"Suv"
"Audi","Q2 30 TFSI Technik",33308,"2021","Manual","Hampshire","Petrol",1000,15990,NA
"Mini","Cooper Countryman",26121,"2021","Manual","Shropshire","Petrol",1500,16166,NA
"Dacia","Duster",10257,"2021","Manual","Durham","Petrol",1000,10878,NA
"Skoda","Octavia",21,"2024","Manual","Delivered to you","Petrol",1500,23500,NA
"Vauxhall","Corsa",40459,"2021","Manual","Delivered to you","Petrol",1200,10236,NA
"Skoda","Kamiq",25398,"2022","Manual","Leicestershire","Petrol",1000,12340,NA
"BMW","118 1 Series i [136] M Sport Step",26021,"2021","Automatic","Delivered to you","Petrol",1500,18790,NA
"VW","T-Roc",79873,"2021","Manual","Delivered to you","Petrol",1500,15290,NA
"Volvo","XC40",20621,"2019","Automatic","Delivered to you","Petrol",2000,20799,NA
"Peugeot","5008",22670,"2021","Manual","Delivered to you","Petrol",1200,21000,NA
"Jaguar","I-Pace EV400 SE",22054,"2020","≈ 470 miles","Delivered to you","Electric",0,19499,NA
"Audi","e-tron GT quattro Quattro",24969,"2021","≈ 487 miles",NA,"Electric",0,43517,NA
"Peugeot","3008",33649,"2022","Manual","London","Petrol",1200,17275,NA
"Seat","Alhambra",77265,"2020","Automatic","London","Diesel",2000,16487,NA
"Citroën","C3",10228,"2024","Automatic","Hertfordshire","Petrol",1200,15562,NA
"VW","Sharan",44620,"2020","Automatic","Hampshire","Diesel",2000,17868,NA
"BMW","218 2 Series i Sport Gran Coupe",15657,"2023","Automatic","Somerset","Petrol",1500,20526,"Coupe"
"Audi","A4 40 TFSI S Line S Tronic",27405,"2019","Automatic","Hertfordshire","Petrol",2000,19298,NA
"VW","Sharan",56726,"2020","Automatic","Manchester","Diesel",2000,16314,NA
"VW","Touran",41236,"2021","Automatic","West Midlands","Diesel",2000,18237,NA
"Skoda","Octavia",11,"2024","Manual",NA,"Petrol",1500,23444,NA
"Land Rover","Range Rover evoque",23000,"2021","Manual","Northamptonshire","Diesel",2000,19932,NA
"Kia","Sportage",17545,"2023","Manual","Hampshire","Diesel",1600,23133,NA
"Land Rover","Discovery Sport",31560,"2021","Automatic","Hampshire","Diesel",2000,25810,NA
"Mercedes","GLE350 GLE4Matic AMG Line Prem 9G-Tronic [7 St]",33042,"2019","Automatic","Hampshire","Diesel",2900,36694,NA
"BMW","X3",53335,"2019","Automatic","Hampshire","Diesel",3000,23897,NA
"BMW","X4",29164,"2020","Automatic","Durham","Diesel",2000,27513,NA
"Land Rover","Range Rover evoque",28854,"2022","Manual","Manchester","Diesel",2000,21399,NA
"Vauxhall","Corsa",19059,"2022","Manual","West Midlands","Petrol",1200,12154,"Hatchback"
"Kia","Picanto",36037,"2021","Manual","Lancashire","Diesel",1000,10685,NA
"Peugeot","Partner 1000",41740,"2022","Manual","Norfolk","Diesel",1500,10490,"Van"
"VW","ID.3 Pro Performance Life",9945,"2020","Automatic","Hampshire","Electric",0,14867,NA
"BMW","X6 M50d",57454,"2019","Automatic","Delivered to you","Diesel",3000,28490,NA
"Audi","SQ5 SQ5TDI Quattro Tiptronic",17256,"2020","Automatic","Leicestershire","Diesel",3000,35000,NA
"Citroën","C5 Aircross",18648,"2019","Automatic","Hampshire","Diesel",1500,14588,NA
"Toyota","Corolla",20163,"2023","Automatic","Manchester","Hybrid",1800,18848,NA
"Audi","Q7 50 TDI Quattro Black Ed Tiptronic [Tech Pro]",7167,"2023","Automatic","Leicestershire","Diesel",3000,55000,NA
"Mercedes","GLC220 GLC",25351,"2020","Automatic","Leicestershire","Diesel",2000,24632,NA
"Citroën","C5 Aircross",36901,"2021","Automatic","West Yorkshire","Diesel",1500,15281,NA
"Citroën","C5 Aircross",32802,"2021","Automatic","West Yorkshire","Diesel",1500,15745,NA
"Audi","SQ7 SQ7TDI Quattro Tiptronic",59659,"2020","Automatic","Leicestershire","Diesel",4000,43000,NA
"Volvo","XC60",55820,"2020","Automatic","Hampshire","Diesel",2000,20799,NA
"Ford","Kuga",16410,"2022","Manual","Shropshire","Diesel",1500,19137,NA
"VW","Tiguan Allspace",41059,"2021","Automatic","West Yorkshire","Diesel",2000,21307,NA
"Mercedes","GLC220 GLC4Matic Sport 9G-Tronic",65307,"2020","Automatic","Northamptonshire","Diesel",2000,20622,NA
"Land Rover","Range Rover Velar",29836,"2021","Automatic","Durham","Diesel",2000,30339,NA
"Land Rover","Range Rover evoque",42284,"2021","Manual","Hampshire","Diesel",2000,19033,NA
"Volvo","XC90",36924,"2020","Automatic","Hampshire","Diesel",2000,29914,NA
"Nissan","Qashqai",48001,"2019","Manual","Leicestershire","Diesel",1500,11288,NA
"Ford","Kuga",28472,"2021","Manual","Leicestershire","Diesel",1500,16676,NA
"Kia","Sportage",36703,"2023","Manual","Hampshire","Diesel",1600,20955,NA
"VW","Tiguan",33855,"2020","Automatic","London","Diesel",2000,20111,NA
"Peugeot","5008",11374,"2023","Automatic","Hampshire","Diesel",1500,23960,NA
"Peugeot","5008",13582,"2023","Automatic","Hampshire","Diesel",1500,23997,NA
"BMW","X1 20i xLine Step",36516,"2020","Automatic","Buckinghamshire","Petrol",2000,18900,NA
"Suzuki","Vitara",11663,"2018","Manual","East Yorkshire","Petrol",1000,11690,NA
"Skoda","Kamiq",33179,"2023","Manual","Merseyside","Petrol",1000,14088,NA
"Citroën","C3 Aircross",10746,"2020","Automatic","London","Petrol",1200,14000,NA
"Citroën","C5 Aircross",31188,"2019","Automatic","London","Petrol",1600,14620,NA
"BMW","440 4 Series",29690,"2018","Automatic","Hampshire","Petrol",3000,20910,"Coupe"
"Toyota","Corolla",16672,"2021","Automatic","Manchester","Hybrid",1800,15991,NA
"Toyota","Corolla",24150,"2020","Automatic","West Midlands","Hybrid",2000,17348,NA
"Toyota","Corolla",31785,"2021","Automatic","Hampshire","Hybrid",1800,15738,NA
"Honda","Jazz",12816,"2022","Automatic","Hampshire","Hybrid",1500,14981,NA
"Mercedes","A250 AMG Line Plug-in 8G-DCT",23946,"2021","Automatic","London","Hybrid",1300,18497,NA
"Mercedes","A250 AMG Line Edition",33306,"2021","Automatic","Leicestershire","Hybrid",1300,18323,NA
"Honda","Jazz",14751,"2022","Automatic","Hampshire","Hybrid",1500,14847,NA
"Suzuki","Across",22121,"2023","Automatic","Hampshire","Hybrid",2500,25607,NA
"BMW","X3",44346,"2021","Automatic","Staffordshire","Hybrid",2000,26506,NA
"Suzuki","Across",24776,"2023","Automatic","Hampshire","Hybrid",2500,25151,NA
"Suzuki","Across",16877,"2023","Automatic","West Midlands","Hybrid",2500,27381,NA
"Mini","Cooper S Countryman",42942,"2018","Automatic","Shropshire","Hybrid",1500,14216,NA
"Mini","Cooper S Countryman",53108,"2021","Automatic","Shropshire","Hybrid",1500,18541,NA
"Volvo","XC40",37634,"2021","Automatic","West Midlands","Hybrid",2000,22341,NA
"Ford","Kuga",15220,"2022","Automatic","Hampshire","Hybrid",2500,21039,NA
"Suzuki","Across",9524,"2023","Automatic","Hampshire","Hybrid",2500,28898,NA
"Mini","Cooper S Countryman",50341,"2019","Automatic","Staffordshire","Hybrid",1500,15527,NA
"BMW","X3 MHT M Sport Step",29517,"2022","Automatic","Durham","Hybrid",2000,32243,NA
"Toyota","RAV4 Hybrid",86255,"2022","Automatic","Hampshire","Hybrid",2500,18214,NA
"Suzuki","Across",25650,"2023","Automatic","Northamptonshire","Hybrid",2500,25862,NA
"Nissan","Qashqai",7085,"2024","Automatic","Hampshire","Hybrid",1500,24752,NA
"Kia","Sportage",23754,"2022","Automatic","Hampshire","Diesel",1600,24638,NA
"Mini","Cooper S Countryman",30465,"2021","Automatic","West Midlands","Hybrid",1500,20100,NA
"Suzuki","Across",20749,"2023","Automatic","West Midlands","Hybrid",2500,26579,NA
"Suzuki","Across",24454,"2023","Automatic","Hampshire","Hybrid",2500,25230,NA
"Hyundai","Tucson",40048,"2023","Automatic","Hampshire","Hybrid",1600,21751,NA
"Volvo","XC60",78669,"2022","Automatic","Durham","Hybrid",2000,23730,NA
"Land Rover","Range Rover evoque",22775,"2022","Automatic","Hampshire","Hybrid",1500,33232,NA
"Land Rover","Discovery Sport",68303,"2021","Automatic","Hampshire","Hybrid",1500,22098,"Suv"
"Toyota","RAV4 Hybrid",37292,"2021","Automatic","Durham","Hybrid",2500,25189,NA
"Land Rover","Discovery Sport",46183,"2021","Automatic","Hampshire","Hybrid",1500,24762,"Suv"
"Land Rover","Range Rover evoque",54028,"2022","Automatic","Hampshire","Hybrid",1500,21893,NA
"Hyundai","Tucson",14831,"2023","Automatic","Hampshire","Hybrid",1600,24594,NA
"Peugeot","208",27544,"2022","Manual","South Yorkshire","Petrol",1200,12301,NA
"Skoda","Karoq",46391,"2021","Manual","Norfolk","Petrol",1000,12200,NA
"Peugeot","208",7942,"2023","Automatic","London","Petrol",1200,16083,NA
"Audi","A5 Sportback 35 TFSI S Line S Tronic",20195,"2019","Automatic","Lancashire","Petrol",2000,20700,"Sportback"
"Peugeot","5008",39467,"2022","Manual","London","Petrol",1200,20676,"Suv"
"Land Rover","Range Rover Velar",34143,"2021","Automatic","Manchester","Diesel",2000,31520,NA
"Vauxhall","Corsa",27245,"2022","Manual","Norfolk","Petrol",1200,10500,"Hatchback"
"Ford","Puma",5161,"2022","Manual","London","Hybrid",1000,16216,NA
"BMW","330e 3 Series M Sport Step",38484,"2022","Automatic","Hampshire","Hybrid",2000,22647,"Touring"
"Volvo","V60 CC Cross Country",29442,"2022","Automatic","Cheshire","Hybrid",2000,28500,NA
"VW","Arteon Shooting Brake",42632,"2022","Automatic","London","Electric/Petrol",1400,22195,"Shooting Brake"
"Mercedes","C200 C-Class EstateAMG Line 9G-Tronic",63910,"2020","Automatic","West Yorkshire","Hybrid",1500,16981,"Estate"
"Toyota","Corolla",17288,"2022","Automatic","Shropshire","Hybrid",1800,19142,"Touring"
"BMW","330e 3 Series",61398,"2021","Automatic","London","Hybrid",2000,19802,"Touring"
"Volvo","V60",60808,"2022","Automatic","Hampshire","Hybrid",2000,17611,NA
"BMW","330e 3 Series",29436,"2022","Automatic","Hampshire","Hybrid",2000,23365,"Touring"
"Suzuki","Across",16480,"2023","Automatic","Hampshire","Hybrid",2500,27212,NA
"Suzuki","Across",17972,"2023","Automatic","Hampshire","Hybrid",2500,27467,NA
"Suzuki","Across",23574,"2023","Automatic","Hampshire","Hybrid",2500,25926,NA
"Suzuki","Across",18770,"2023","Automatic","Hampshire","Hybrid",2500,27586,NA
"Suzuki","Across",21755,"2023","Automatic","Hampshire","Hybrid",2500,25839,NA
"Suzuki","Across",14039,"2023","Automatic","Hampshire","Hybrid",2500,27871,NA
"Suzuki","Across",27081,"2023","Automatic","Hampshire","Hybrid",2500,25247,NA
"Suzuki","Across",16857,"2023","Automatic","Hampshire","Hybrid",2500,27594,NA
"Suzuki","Across",22512,"2023","Automatic","Hampshire","Hybrid",2500,25716,NA
"Suzuki","Across",12805,"2023","Automatic","Hampshire","Hybrid",2500,28288,NA
"Suzuki","Across",27124,"2023","Automatic","Hampshire","Hybrid",2500,25261,NA
"Volvo","XC40",7649,"2022","Automatic","Durham","Hybrid",1500,25653,NA
"BMW","X3 MHT M Sport Step",22820,"2021","Automatic","London","Hybrid",2000,28329,NA
"BMW","X3",78049,"2020","Automatic","Shropshire","Hybrid",2000,20511,NA
"BMW","X2",42439,"2021","Automatic","Leicestershire","Hybrid",1500,19641,NA
"VW","Golf VIII",35415,"2022","Automatic","Northamptonshire","Diesel",2000,23507,NA
"Mini","Cooper S Countryman",48124,"2018","Automatic","Hampshire","Hybrid",1500,13920,NA
"Land Rover","Range Rover Sport",23250,"2021","Automatic","Hampshire","Hybrid",2000,39961,NA
"BMW","X5 M Sport",73067,"2021","Automatic","Hampshire","Hybrid",3000,35187,NA
"BMW","X5",33849,"2021","Automatic","Hampshire","Hybrid",3000,40329,NA
"Hyundai","Kona",18521,"2023","Automatic","West Midlands","Electric/Petrol",1600,16865,NA
"Toyota","RAV4 Hybrid",25865,"2022","Automatic","London","Hybrid",2500,24264,NA
"Toyota","RAV4 Hybrid",18514,"2021","Automatic","London","Hybrid",2500,23281,NA
"Hyundai","Kona",10193,"2023","Automatic","West Midlands","Electric/Petrol",1600,17390,NA
"Land Rover","Discovery Sport",71864,"2022","Automatic","Shropshire","Hybrid",1500,23328,"Suv"
"Toyota","RAV4 Hybrid",42329,"2021","Automatic","Durham","Hybrid",2500,21275,NA
"BMW","X1 25e Sport",15132,"2022","Automatic","Hampshire","Hybrid",1500,22900,NA
"Audi","A7",48310,"2017","Automatic","Manchester","Diesel",3000,18532,NA
"BMW","X1 25e Sport",37548,"2021","Automatic","Durham","Hybrid",1500,18695,NA
"Kia","Sportage",31387,"2021","Automatic","Manchester","Diesel",1600,16125,NA
