"Car_brand","Car_model","Mileage","Year","Transmission","Location","Fuel","Engine_Size (cc)","Price (£)","Car Type"
"Mercedes","C43 AMG C-Class Estate4Matic Premium 9G-Tronic",2172,"2023","Automatic","Hampshire","Hybrid",2000,48020,"Estate"
"Kia","Sportage",15439,"2023","Automatic","Delivered to you","Petrol",1600,27864,NA
"Mini","Countryman SE ALL4",2500,"2024","≈ 433 miles","Hampshire","Electric",0,42269,NA
"Mini","Countryman",2766,"2024","Automatic","Dorset","Hybrid",2000,32510,NA
"VW","Golf VIII",17381,"2024","Automatic","Essex","Hybrid",1500,21450,NA
"Jaguar","I-Pace Ev400 SE Charger] Estate",6011,"2023","≈ 470 miles","Suffolk","Electric",0,28900,"Estate"
"Ford","Transit Courier",37181,"2021","Manual","Hampshire","Petrol",1000,8700,"Van"
"Hyundai","i20",10,"2024","Manual","Nottinghamshire","Diesel",1000,18483,"Hatchback"
"BMW","X7 MHT M Sport Step",3902,"2024","Automatic","Wiltshire","Hybrid",3000,74518,NA
"Mini","Countryman",3240,"2024","Automatic","Wiltshire","Hybrid",2000,32770,NA
"Land Rover","Range Rover Sport",10442,"2024","Automatic","Derbyshire","Hybrid",3000,86591,"Estate"
"Hyundai","Kona",10,"2024","Automatic",NA,"Hybrid",1600,28494,"Hatchback"
"Audi","A8 55 TFSI Quattro Black Edition Tiptronic - 2024 (24)",10050,"2024","Automatic","Gloucestershire","Petrol",3000,49995,NA
"VW","ID.5 Tech Pro Performance - 2024 (24)",4638,"2024","Automatic","Gloucestershire","Electric",0,31195,NA
"Audi","Q3 35 TFSI S Line",12012,"2021","Manual","Essex","Petrol",1500,24250,NA
"Skoda","Kodiaq",21470,"2022","Automatic","Kent","Petrol",1500,23995,NA
"Skoda","Kodiaq",38651,"2022","Automatic","Kent","Petrol",1500,22695,NA
"Audi","Q2 30 TFSI Technik",10628,"2023","Manual","Cheshire","Petrol",1000,19895,NA
"VW","Polo",4892,"2024","Automatic","Wiltshire","Petrol",1000,18995,NA
"Audi","Q2 35 TFSI S Line - 2019 (19)",25474,"2019","Manual","Gloucestershire","Petrol",1500,17395,NA
"Mini","John Cooper Works Hatchback",24500,"2019","Manual","Cheshire","Petrol",2000,16491,"Hatchback"
"BMW","118 1 Series i SE Step",57855,"2021","Automatic","Cambridgeshire","Petrol",1500,14990,NA
"VW","ID.3 Match Pro",5000,"2024","≈ 429 miles","Herefordshire","Electric",0,23666,NA
"VW","ID.3 Match Pro",3009,"2024","≈ 429 miles","West Yorkshire","Electric",0,24029,NA
"Mini","Cooper Countryman",15857,"2021","Automatic","Tyne and Wear","Petrol",1500,19147,NA
"VW","T-Cross -",8824,"2022","Manual","Staffordshire","Petrol",1000,18600,NA
"Skoda","Fabia",4998,"2024","Manual","Derbyshire","Petrol",1000,17355,"Hatchback"
"Toyota","Corolla Touring Sport",45199,"2023","Automatic","Staffordshire","Hybrid",1800,17254,"Touring"
"Seat","Ibiza",22000,"2022","Manual","Cumbria","Petrol",1000,12994,"Hatchback"
"Peugeot","208",24771,"2021","Manual","Warwickshire","Petrol",1200,11899,NA
"Mini","Cooper Clubman Estate",43701,"2021","Automatic","Nottinghamshire","Petrol",1500,17590,"Estate"
"Mini","Countryman",3233,"2024","Automatic","Wiltshire","Hybrid",2000,29968,NA
"Hyundai","i20",10,"2024","Manual","Nottinghamshire","Diesel",1000,17468,"Van"
"Hyundai","i10",10,"2024","Manual","Nottinghamshire","Petrol",1000,14217,"Van"
"Skoda","Fabia Hatch SE L",5422,"2024","Automatic","Buckinghamshire","Petrol",1000,18600,NA
"BMW","225 Active Tourer 2 Series Active Tourer e M Sport",10199,"2023","Automatic","Hampshire","Hybrid",1500,27051,NA
"Nissan","Qashqai",28279,"2021","Manual","West Yorkshire","Petrol",1300,14639,NA
"Audi","A4",43148,"2016","Automatic",NA,"Petrol",2000,13508,"Saloon"
"Toyota","RAV4 Hybrid",48192,"2022","Automatic","Nottinghamshire","Hybrid",2500,27295,NA
"VW","Tiguan",16524,"2023","Manual","Gloucestershire","Diesel",2000,24395,NA
"VW","T-Roc",30452,"2021","Manual","Lincolnshire","Petrol",1000,14497,NA
"Volvo","XC60",40002,"2022","Automatic","Buckinghamshire","Hybrid",2000,26070,NA
"Mercedes","GLC300e GLC Coupe4Matic AMG Line 9G-Tronic",17279,"2022","Automatic","Berkshire","Hybrid",2000,35050,"Coupe"
"Mercedes","GLC300e GLC4Matic AMG Line Premium 9G-Tronic",17177,"2022","Automatic","Lancashire","Hybrid",2000,34940,NA
"Mercedes","GLC300e GLC4Matic AMG Line 9G-Tronic",25458,"2022","Automatic","Hampshire","Hybrid",2000,31340,NA
"Hyundai","Tucson",21230,"2023","Automatic","Worcestershire","Hybrid",1600,21600,NA
"Nissan","Qashqai",25713,"2022","Automatic","Kent","Hybrid",1300,18205,NA
"Nissan","Qashqai",25183,"2021","Automatic","Derbyshire","Hybrid",1300,16694,NA
"VW","Golf VIII",31221,"2023","Manual","Devon","Petrol",1500,17365,"Hatchback"
"Cupra","Formentor",19666,"2021","Automatic","London","Hybrid",1400,19897,NA
"Citroën","Berlingo",27321,"2019","Automatic","Nottinghamshire","Diesel",1500,15500,"Estate"
"Audi","A1 30 TFSI 110 Technik S Tronic",22120,"2022","Automatic","Kent","Petrol",1000,18750,NA
"Vauxhall","Grandland X",30730,"2020","Automatic","Durham","Petrol",1200,13491,NA
"Hyundai","Tucson",20073,"2022","Automatic","Kent","Hybrid",1600,21495,NA
"Mini","Cooper Clubman",65823,"2019","Manual","Leicestershire","Petrol",1500,10150,NA
"Audi","S5 S53.0 TFSI Quattro Edition 1 S Tronic",1500,"2024","Automatic","Delivered to you","Petrol",3000,59995,NA
"BMW","X7 MHT M Sport Step",22093,"2022","Automatic","Lincolnshire","Diesel",3000,62653,NA
"BMW","X5 M Sport",2815,"2024","Automatic","Wiltshire","Hybrid",3000,69202,NA
"Nissan","Qashqai",14400,"2024","Automatic","Cambridgeshire","Hybrid",1500,24575,NA
"Land Rover","Range Rover Sport",36449,"2022","Automatic","Gloucestershire","Hybrid",2000,44620,NA
"Citroën","C3",11233,"2024","Automatic","London","Petrol",1200,15168,NA
"Honda","Jazz Hatchback",20679,"2021","Automatic","North Yorkshire","Hybrid",1500,14371,"Hatchback"
"Land Rover","Range Rover Sport",38708,"2021","Automatic","West Yorkshire","Diesel",3000,41863,"Estate"
"Audi","Q3",37777,"2018","Manual","Kent","Petrol",1400,15170,NA
"Citroën","C3",13438,"2024","Automatic","London","Petrol",1200,14969,NA
"Citroën","Berlingo",10015,"2019","Automatic","London","Diesel",1500,16805,NA
"Land Rover","Range Rover Sport",49786,"2021","Automatic","Suffolk","Diesel",3000,40250,NA
"BMW","330e 3 SeriesM Sport Step",9098,"2024","Automatic","Lincolnshire","Hybrid",2000,35254,NA
"BMW","X5 M Sport",10781,"2024","Automatic","Dorset","Hybrid",3000,68336,NA
"Land Rover","Discovery 5",31717,"2022","Automatic","Manchester","Petrol",3000,44789,NA
"BMW","X1 20i SE Step",22409,"2021","Automatic","Lincolnshire","Petrol",2000,20669,NA
"Ford","Mustang Mach-E Extended Range AWD SUV",29121,"2022","≈ 550 miles","Delivered to you","Electric",0,27550,"Suv"
"Ford","Kuga",15,"2024","Automatic","Delivered to you","Hybrid",2500,26875,NA
"Tesla","Model X Long Range AWD",28000,"2020","≈ 561 miles","Kent","Electric",0,42990,NA
"BMW","X5 M Sport",3395,"2024","Automatic","London","Hybrid",3000,73086,NA
"BMW","X5 MHT M Sport",10518,"2024","Automatic","Dorset","Diesel",3000,62253,NA
"BMW","X5 Diesel Estate MHT M Sport [Tech/Pro Pack]",9166,"2024","Automatic","Hampshire","Diesel",3000,65461,"Estate"
"Mini","Cooper S HATCHBACK 2",24355,"2022","Automatic","Leicestershire","Electric",0,13685,"Hatchback"
"Toyota","C-HR Hatchback",12553,"2021","Automatic","Cambridgeshire","Hybrid",2000,19200,"Hatchback"
"Mini","Cooper S Countryman",32508,"2021","Automatic","Hampshire","Hybrid",1500,19154,NA
"Nissan","Qashqai",4139,"2024","Automatic","Kent","Hybrid",1500,23205,NA
"Hyundai","Ioniq 6 Premium",17439,"2022","Automatic","Kent","Electric",0,13290,NA
"BMW","330e 3 Series TouringM Sport Step",7820,"2024","Automatic","Wiltshire","Hybrid",2000,34883,"Touring"
"Land Rover","Range Rover Sport",11138,"2023","Automatic","Cambridgeshire","Hybrid",3000,78430,NA
"Suzuki","Across",36879,"2022","Automatic","London","Hybrid",2500,22630,NA
"BMW","318 3 Series d M Sport Step",68646,"2019","Automatic","Hampshire","Diesel",2000,14540,NA
"Kia","e-Niro 2 Long Range",39371,"2021","≈ 463 miles","Lancashire","Electric",0,15146,NA
"Mazda","2",25876,"2021","Manual","East Yorkshire","Petrol",1500,11379,NA
"Mini","Cooper S Countryman Countryman",22366,"2021","Automatic","London","Petrol",2000,21895,NA
"Land Rover","Defender",18696,"2023","Automatic","Leicestershire","Diesel",3000,59260,"Estate"
"Hyundai","Tucson",12053,"2024","Automatic","Worcestershire","Hybrid",1600,26770,NA
"Lexus","UX 300h",2500,"2024","Automatic","Delivered to you","Hybrid",2000,37690,NA
"Mini","Countryman Electric Hatch SE Classic ALL4",2508,"2024","≈ 433 miles","Dorset","Electric",0,35076,NA
"Ford","Focus",57283,"2017","Manual","Durham","Petrol",1500,8579,NA
"Kia","e-Niro 4+",5664,"2021","≈ 463 miles","Cambridgeshire","Electric",0,19795,NA
"BMW","X5 Diesel Estate MHT M Sport [Tech/Pro Pack]",9800,"2024","Automatic","Lincolnshire","Diesel",3000,64331,"Estate"
"Dacia","Spring Extreme 65",600,"2024","≈ 220 miles","London","Electric",0,14030,NA
"Audi","Q3 35 TFSI Sport",2270,"2024","Manual","Kent","Petrol",1500,30050,NA
"Land Rover","Range Rover Sport",25,"2023","Automatic","Cambridgeshire","Hybrid",3000,81670,"Estate"
"Nissan","Qashqai",11794,"2024","Automatic","Kent","Hybrid",1500,24880,NA
"Land Rover","Discovery 5",20126,"2022","Automatic","Gloucestershire","Diesel",3000,46770,NA
"VW","Golf VII",49741,"2017","Manual","Cheshire","Diesel",1600,10550,NA
"Skoda","Octavia vRS",92800,"2017","Manual","Cheshire","Diesel",2000,9991,NA
"BMW","iX3 Premier Edition",18784,"2022","≈ 461 miles","Lancashire","Electric",0,27560,NA
"BMW","X5 Estate M Sport",15548,"2023","Automatic","Dorset","Hybrid",3000,63466,"Estate"
"Land Rover","Range Rover Sport",28449,"2021","Automatic","Suffolk","Hybrid",2000,41110,NA
"Audi","A5 Sportback 45 TFSI 265 Quattro S Line S Tronic",19550,"2021","Automatic","London","Petrol",2000,31300,"Sportback"
"Mini","Cooper Clubman Estate",10250,"2021","Automatic","London","Petrol",2000,21020,"Estate"
"Renault","Arkana",23012,"2022","Automatic","London","Hybrid",1600,17715,NA
"BMW","X5 M Sport",10494,"2023","Automatic","Wiltshire","Hybrid",3000,67003,NA
"BMW","X7 MHT M Sport Step",17273,"2022","Automatic","Lincolnshire","Diesel",3000,59477,NA
"Hyundai","Ioniq 6 Premium",14118,"2022","Automatic","Cambridgeshire","Electric",0,13150,NA
"BMW","X5 Estate xLine",34511,"2021","Automatic","Lincolnshire","Hybrid",3000,37040,"Estate"
"Land Rover","Range Rover Sport",34445,"2020","Automatic","Cambridgeshire","Diesel",3000,37010,NA
"Mercedes","GLE450 AMG GLE4Matic AMG Line 9G-Tronic [7 Seat]",2682,"2024","Automatic","Hampshire","Diesel",3000,61600,NA
"Audi","A3 e-tron 40 TFSI e Sport S Tronic",12210,"2023","Automatic","Devon","Hybrid",1400,23160,NA
"Toyota","RAV4 Hybrid",32303,"2022","Automatic","East Yorkshire","Hybrid",2500,27068,NA
"Mercedes","E400 E-Class4Matic AMG Line Premium Saloon",22532,"2023","Automatic","London","Diesel",2900,40590,"Saloon"
"Audi","A5 Sportback",46828,"2018","Automatic","Lancashire","Petrol",2000,17392,"Sportback"
"Volvo","XC40",28044,"2021","Automatic","Cambridgeshire","Hybrid",1500,22340,NA
"VW","ID.3 Style Pro Performance",35628,"2020","≈ 424 miles","Oxfordshire","Electric",0,14710,NA
"Audi","Q4 e-tron 45 Sport [Leather] SUV",4598,"2024","≈ 524 miles","Kent","Electric",0,34210,"Suv"
"Nissan","Qashqai",26043,"2022","Automatic","Manchester","Hybrid",1500,19969,NA
"BMW","X5 M Sport",7478,"2023","Automatic","Lincolnshire","Hybrid",3000,66017,NA
"Land Rover","Range Rover Sport",52971,"2022","Automatic","Berkshire","Diesel",3000,41520,NA
"BMW","330e 3 SeriesM Sport Step",43920,"2022","Automatic","Wiltshire","Hybrid",2000,21295,NA
"Audi","A3 SALOON",66964,"2017","Manual","Kent","Petrol",1400,10750,"Saloon"
"Audi","A5 40 TFSI 204 S Line S Tronic",9500,"2023","Automatic","Cheshire","Petrol",2000,29650,NA
"Audi","Q4 e-tron 35 S Line",6875,"2022","≈ 353 miles","Devon","Electric",0,24520,NA
"BMW","330e 3 SeriesM Sport Touring",31443,"2021","Automatic","Lincolnshire","Hybrid",2000,24463,"Touring"
"BMW","X7 MHT M Sport Step",28864,"2022","Automatic","Lincolnshire","Diesel",3000,55646,NA
"Nissan","Qashqai",33679,"2020","Manual","Manchester","Petrol",1300,12217,NA
"VW","Tiguan",14194,"2023","Manual","Essex","Petrol",1500,21890,NA
"Alfa Romeo","Stelvio",44600,"2019","Automatic","Lancashire","Petrol",2000,20210,NA
"Audi","Q2 35 TFSI Sport",46623,"2022","Manual","Berkshire","Petrol",1500,19180,NA
"VW","Tiguan",9966,"2022","Manual","London","Petrol",1500,21460,NA
"BMW","X1 20i Sport Step",26754,"2018","Automatic","Berkshire","Petrol",2000,17270,NA
"Land Rover","Range Rover Sport",13335,"2023","Automatic","Leicestershire","Hybrid",3000,77600,NA
"Jaguar","F-Pace Estate Special Edi",17576,"2023","Automatic","Berkshire","Hybrid",2000,38240,"Estate"
"Vauxhall","Corsa",11858,"2022","Manual","Cambridgeshire","Petrol",1200,11780,NA
"BMW","X5 M Sport",2973,"2024","Automatic","Lincolnshire","Hybrid",3000,68375,NA
"Land Rover","Range Rover Sport",31873,"2022","Automatic","Lincolnshire","Diesel",3000,49760,NA
"Aston Martin","Vantage Hatchback ZF 8 Speed 4 3 door Hatchback",20683,"2020","Automatic","West Midlands","Petrol",4000,79995,"Van"
"Vauxhall","Corsa Hatchback",4000,"2023","Automatic","Cambridgeshire","Petrol",1200,15540,"Hatchback"
"Mercedes","GLC300 4Matic AMG Line Premium 9G-Tronic",54664,"2022","Automatic","Cambridgeshire","Diesel",2000,30310,NA
"Mercedes","C350e C-ClassSport Premium",76487,"2017","Automatic","Cambridgeshire","Hybrid",2000,11340,NA
"Toyota","Yaris Hybrid",18260,"2018","Automatic","Kent","Hybrid",1500,12835,NA
"Hyundai","Tucson",24913,"2021","Automatic","Kent","Hybrid",1600,20820,NA
"VW","Golf VIII Life",19416,"2023","Automatic","Berkshire","Diesel",2000,20520,NA
"Mercedes","CLA180 CLA Class CLAAMG Line Premium Tip",27280,"2023","Automatic","Cambridgeshire","Petrol",1300,24960,NA
"Hyundai","Tucson",12305,"2022","Automatic","Kent","Hybrid",1600,24325,NA
"Mercedes","C43 AMG C-Class4Matic Edition Premium 9G-Tronic",8349,"2022","Automatic","London","Petrol",3000,36570,NA
"VW","T-Roc",10,"2024","Manual","Cheshire","Petrol",1500,26995,NA
"BMW","iX3 Premier Edition SUV",26503,"2021","≈ 460 miles","Lancashire","Electric",0,25544,"Suv"
"Land Rover","Range Rover evoque Diesel",9598,"2023","Automatic","Cambridgeshire","Diesel",2000,30510,NA
"BMW","iX M Sport",31058,"2022","≈ 630 miles","Lincolnshire","Electric",0,46264,NA
"Vauxhall","Corsa Hatchback",2110,"2023","Automatic","Cambridgeshire","Petrol",1200,15520,"Hatchback"
"Mini","Cooper Clubman",23447,"2022","Automatic","Hampshire","Petrol",2000,21197,NA
"Land Rover","Defender",10948,"2023","Automatic","Gloucestershire","Diesel",3000,56280,NA
"BMW","iX M Sport",5173,"2022","≈ 425 miles","Lincolnshire","Electric",0,41135,NA
"BMW","330e 3 SeriesM Sport Step",8338,"2024","Automatic","Dorset","Hybrid",2000,32994,NA
"VW","Tiguan",32611,"2022","Automatic","Somerset","Diesel",2000,23420,NA
"BMW","330e 3 Series M Sport Step",3012,"2024","Automatic","London","Hybrid",2000,36151,"Saloon"
"Audi","Q5 Diesel Estate 40 TDI Quattro Sport S Tronic",28193,"2021","Automatic","Berkshire","Diesel",2000,28710,"Estate"
"Land Rover","Defender",13252,"2024","Automatic","Oxfordshire","Diesel",3000,61970,NA
"BMW","X5 M Sport",4213,"2024","Automatic","London","Hybrid",3000,69265,NA
"Audi","Q2 35 TFSI Sport",23539,"2021","Manual","Devon","Petrol",1500,19270,NA
"VW","Tiguan Allspace",24823,"2022","Manual","Hertfordshire","Petrol",1500,23070,NA
"VW","Tiguan",40045,"2020","Automatic","Suffolk","Petrol",2000,22790,NA
"Land Rover","Defender",18808,"2022","Automatic","Suffolk","Diesel",3000,51750,NA
"Nissan","Qashqai",11272,"2021","Manual","Manchester","Hybrid",1300,15898,NA
"Kia","e-Niro 4+",34001,"2022","≈ 463 miles","London","Electric",0,19195,NA
"Mercedes","A35 AMG A-Class Amg4Matic Edition Executive",14644,"2022","Automatic","Lancashire","Petrol",2000,28620,NA
"Mercedes","GLC300e GLC4Matic Amg Line",55115,"2022","Automatic","Lancashire","Hybrid",2000,27320,NA
"Land Rover","Range Rover evoque R-Dynamic Mhev",26170,"2021","Automatic","Lancashire","Diesel",2000,22920,NA
"Land Rover","Range Rover evoque Standard Mhev",37769,"2020","Automatic","Lancashire","Diesel",2000,18920,NA
"Audi","Q7 Tdi Quattro Black Edition Mhev",52876,"2019","Automatic","Lancashire","Diesel",3000,31420,NA
"Land Rover","Discovery Sport R-Dynamic Hse",49821,"2022","Automatic","Lancashire","Hybrid",1500,26920,NA
"Land Rover","Range Rover evoque S",14693,"2021","Automatic","Lancashire","Hybrid",1500,23920,NA
"Land Rover","Range Rover evoque S",46519,"2021","Automatic","Lancashire","Hybrid",1500,21620,NA
"Jaguar","F-Pace V6 Sport Awd",42692,"2019","Automatic","Lancashire","Diesel",3000,26220,NA
"VW","Touareg",60000,"2020","Automatic","Delivered to you","Diesel",3000,28495,NA
"VW","Golf VIII Life",35453,"2022","Manual","Berkshire","Petrol",1500,16880,NA
"Nissan","Qashqai",16577,"2022","Automatic","Derbyshire","Hybrid",1300,18098,NA
"Peugeot","208",8082,"2023","Automatic","Durham","Petrol",1200,16249,NA
"Lexus","UX 300h",5852,"2024","Automatic","Delivered to you","Hybrid",2000,37690,NA
"Audi","Q4 e-tron 45 Sport [Leather]",4377,"2024","≈ 524 miles","Kent","Electric",0,34080,NA
"Audi","A3 30 TFSI Technik Hatchback",17298,"2022","Manual",NA,"Petrol",1000,17649,"Hatchback"
"VW","Polo",6198,"2023","Manual","West Midlands","Petrol",1000,16049,NA
"Audi","RS Q8 RS Q8TFSI Quattro Vorsprung Tiptronic",27292,"2022","Automatic","East Yorkshire","Petrol",4000,85000,NA
"Ford","Puma",6441,"2023","Automatic","Delivered to you","Hybrid",1000,19463,NA
"Nissan","Qashqai",14000,"2022","Automatic","Delivered to you","Hybrid",1300,18495,NA
"Kia","e-Niro 4+",57754,"2022","≈ 463 miles","Delivered to you","Electric",0,16868,NA
"Kia","Sportage",17238,"2021","Automatic","Delivered to you","Diesel",1600,19054,NA
"Tesla","Model Y RWD SUV",16222,"2023","≈ 600 miles","West Midlands","Electric",0,28449,"Suv"
"Land Rover","Range Rover evoque",38000,"2021","Automatic","Hertfordshire","Petrol",2000,25421,"Estate"
"Audi","A3 35 TFSI Sport - 2023 (73)",5890,"2023","Manual","Cheshire","Petrol",1500,21795,NA
"Kia","Sportage",5364,"2024","Automatic","Nottinghamshire","Diesel",1600,29500,NA
"Audi","Q3 Estate 35 TFSI Sport S Tronic Cruise control, Sat Nav",36199,"2021","Automatic","Essex","Petrol",1500,22700,"Estate"
"Lexus","ES300H",18301,"2021","Automatic","East Yorkshire","Hybrid",2500,26999,NA
"VW","T-Roc Cabriolet",23722,"2022","Manual","Cambridgeshire","Petrol",1500,20990,"Cabriolet"
"Kia","Sportage",18443,"2024","Automatic","Delivered to you","Diesel",1600,28646,"Suv"
"Ford","Kuga",35801,"2022","Automatic","Suffolk","Hybrid",2500,18649,NA
"Hyundai","Kona",1265,"2024","Automatic","London","Electric/Petrol",1600,24349,"Van"
"Renault","Arkana",12054,"2022","Automatic","Delivered to you","Hybrid",1600,16900,NA
"Kia","Niro",4778,"2021","Automatic","Delivered to you","Electric/Petrol",1600,17516,NA
"Skoda","Fabia",5866,"2024","Manual","Kent","Petrol",1000,14750,NA
"Ford","Puma Hatchback",38500,"2023","Manual","Essex","Hybrid",1000,14500,"Hatchback"
"Nissan","Qashqai",33762,"2022","Manual","Staffordshire","Hybrid",1300,15986,NA
"Kia","Sportage SUV",36598,"2022","Manual","Lancashire","Petrol",1600,15250,"Suv"
"BMW","218 2 Series Active Tourer d M Sport Step",37000,"2020","Automatic","Cheshire","Diesel",2000,14491,NA
"Renault","Clio IV",43243,"2016","Manual","Cheshire","Petrol",900,6495,NA
"Toyota","Aygo",19711,"2020","Manual","Delivered to you","Petrol",1000,8395,NA
"Hyundai","Tucson",13165,"2023","Automatic","Durham","Hybrid",1600,25491,"Estate"
"Audi","Q5 40 TDI Quattro Sport S Tronic",67249,"2019","Automatic","South Yorkshire","Diesel",2000,18897,NA
"Land Rover","Range Rover evoque",34747,"2020","Automatic","Manchester","Diesel",2000,24000,NA
"Land Rover","Range Rover Velar",11866,"2023","Automatic","Manchester","Diesel",2000,37895,"Estate"
"Jaguar","F-Pace",25912,"2021","Automatic","Cambridgeshire","Diesel",2000,30320,NA
"Land Rover","Range Rover Velar",61066,"2019","Automatic","West Yorkshire","Diesel",2000,21650,NA
"Seat","Ibiza",12336,"2022","Manual","Staffordshire","Petrol",1000,13795,NA
"Audi","A3 Saloon 35 TFSI Sport S Tronic",11408,"2023","Automatic","Wiltshire","Petrol",1500,23450,"Saloon"
"Skoda","Kamiq",18446,"2021","Automatic","Durham","Petrol",1500,16926,"Hatchback"
"Audi","S3 S3TFSI Quattro S Tronic",28568,"2023","Automatic","Berkshire","Petrol",2000,31255,NA
"Jaguar","E-Pace",35411,"2022","Automatic","Devon","Diesel",2000,25131,"Estate"
"Kia","Sportage",14112,"2021","Automatic","Delivered to you","Diesel",1600,22995,NA
